.model,nypd_pct_cd,call_type,.type,ME,RMSE,MAE,MPE,MAPE,MASE,RMSSE,ACF1
mint_arima,61,Non CIP,Test,-27.829031823094745,44.87907729641136,40.2732427333798,-19.031204182673815,24.006119461452514,1.3990842109214077,1.179584321057817,0.575039709485316
mint_arima,61,<aggregated>,Test,-28.24184654033756,43.94473905461171,39.35525584702416,-17.112724574950445,21.294814732378537,1.3512120952207765,1.149051198138693,0.5525808314467362
mint_arima,62,CIP,Test,0.543402786596118,4.143984540277054,3.2778358078002907,-9.545852528815383,31.59965206670668,0.7126711353506224,0.7167638896478291,0.16786797965828215
mint_arima,62,Non CIP,Test,-4.542703568228762,14.720285906295675,11.839615105461336,-4.4334764403242515,8.965865233105186,0.44722556161615223,0.44273905764000426,-0.33364178414631146
mint_arima,62,<aggregated>,Test,-3.999300781632671,16.254233823070237,13.534640298328368,-3.8206060094157843,9.2126501719433,0.5099260417262396,0.4876920639457179,-0.19005776620399575
mint_arima,63,CIP,Test,2.5061607088845155,4.583349675340018,3.709853464309455,9.74515956121157,24.791319004023315,0.8976139703875177,0.8817429054367052,0.07702995651078062
mint_arima,63,Non CIP,Test,-6.43987805356964,17.164124565302135,15.464021579242367,-5.777867026590998,11.544718105566472,0.7271158651793722,0.6054300863065426,0.2519744785609057
mint_arima,63,<aggregated>,Test,-3.9337173446851477,16.317061837009014,14.456361975054657,-3.467802833703545,9.536755961505786,0.6763116336812989,0.5729041004072994,0.06809990251004454
mint_arima,66,CIP,Test,-0.1988583168342769,1.8759651473857462,1.6463817321905285,-4.937702773208069,15.950746177935768,0.411839993613911,0.3736108262438504,-0.8376349561628306
mint_arima,66,Non CIP,Test,-16.414867722566452,21.584363346646477,20.74141189086575,-12.76314534504694,15.278578001034903,0.888073876810748,0.6974778847865236,-0.28576852406403613
mint_arima,66,<aggregated>,Test,-16.613726039400753,21.499990200152336,20.593541081620877,-11.868632565838734,14.055344127498143,0.8796848644125941,0.6979838581451838,-0.2797848888530057
mint_arima,67,CIP,Test,0.02299635380922152,4.57182518017092,3.7240959106592015,-2.5908172956090967,13.277024666911107,0.5868413144307638,0.5640160872157776,-0.1974319113669504
mint_arima,67,Non CIP,Test,8.95081320955119,20.179362319640937,13.515468701475502,2.9018347235681494,4.707116141933005,0.45230622601917203,0.527684970943627,-0.4294815511942606
mint_arima,67,<aggregated>,Test,8.973809563360442,21.123824006004682,14.684607758162533,2.623132489052525,4.6378339391502985,0.48749269545431084,0.5465235304667105,-0.4364696695994087
mint_arima,68,CIP,Test,1.576250946755085,3.0713251830553205,2.591486160091408,8.048090911642195,20.24468886602588,0.6357900194629859,0.5972473653270182,-0.32641420869908205
mint_arima,68,Non CIP,Test,2.2587292537317056,14.092794080247119,11.549097961071064,0.6909860443811313,5.814841974750611,0.5341087779140523,0.5148303828879811,-0.024684200654455823
mint_arima,68,<aggregated>,Test,3.834980200486781,15.337243981228681,11.825838008468432,1.3416843074615137,5.659082789811584,0.5402211156212249,0.5544764742797231,-0.05610150000405166
mint_arima,69,CIP,Test,-0.6646373929821401,4.090661209147059,3.3824417273686778,-32.53561983596936,50.81281404503425,0.8322664916552972,0.7876639900626702,-0.17161956233640932
mint_arima,69,Non CIP,Test,-23.763077354060695,28.119619072602244,24.537645428949197,-16.136277404877536,16.568996999787313,1.0255144333806359,0.9265000749701789,-0.23969346414144507
mint_arima,69,<aggregated>,Test,-24.42771474704284,28.841193793469344,26.05495573623454,-15.431453609066237,16.270237624113502,1.0805256639259304,0.943965190202433,-0.05735320656187974
mint_arima,70,CIP,Test,-4.215476679934578,5.296466558868362,4.763171606813183,-29.630550856481126,32.01183314725767,0.8465924204060018,0.7346331885994707,0.2544129272994748
mint_arima,70,Non CIP,Test,10.545103454186783,43.67999730542718,37.19936117829859,0.7900700756068976,15.226157297392323,1.1933047132020504,1.0660400894610995,0.3599472652367112
mint_arima,70,<aggregated>,Test,6.32962677425213,40.676664957415205,34.98609884165374,-0.29327706399496883,13.402063581459913,1.1029764574162209,0.9759672269953736,0.3452194193821425
mint_arima,71,CIP,Test,-1.8672887939852139,3.378147549249236,2.643661353223328,-15.868925134147531,19.791950688111275,0.5178263475684032,0.5133556985243741,0.027705376600473473
mint_arima,71,Non CIP,Test,-9.289825867576825,15.117855024112147,11.450158227559374,-5.671137414428884,6.809301827054927,0.40343552534194876,0.40678490539111933,-0.2790296468163709
mint_arima,71,<aggregated>,Test,-11.157114661562037,17.473184212780666,13.669352018133619,-6.282068928550478,7.481651681078682,0.47315258712186886,0.46158452460391475,-0.3073124463218039
mint_arima,72,CIP,Test,2.299964989985494,3.465858458618321,3.0522668188540316,12.351104724498631,19.874123013184008,0.633319039298939,0.5757279284293215,-0.0066504526839466106
mint_arima,72,Non CIP,Test,15.536416634686741,33.119889062004155,16.786464788475786,5.1071592234980505,5.68057580780495,0.6725022212727566,1.023216719937674,-0.2227547303286637
mint_arima,72,<aggregated>,Test,17.83638162467226,35.48027872238209,18.65924648940481,5.660063967542714,6.0147470988929514,0.7365722242887416,1.0835718561157133,-0.2387102252283264
mint_arima,73,CIP,Test,7.187231857378107,9.030051483442065,8.139432224209562,14.199775550839153,16.920348027500456,1.0411285091327402,0.908422932068465,0.19647437050731045
mint_arima,73,Non CIP,Test,-65.24058855830917,73.55975922559456,65.24058855830917,-16.661307312191916,16.661307312191916,1.6402027061557116,1.450127227051301,0.3961869962748087
mint_arima,73,<aggregated>,Test,-58.053356700931126,67.29437470517321,58.053356700931126,-13.362519210269939,13.362519210269939,1.428849059987839,1.2995209625893216,0.4346879033124891
mint_arima,75,CIP,Test,4.786524405896247,6.165923909864746,4.786524405896247,8.333795237639109,8.333795237639109,0.54155516659025,0.557583736509315,-0.17851595123046304
mint_arima,75,Non CIP,Test,-7.832358653097734,39.00546762205519,33.62412235708637,-2.4791958441778,7.4645171185691135,0.8126928817720808,0.7564811922938605,-0.37981719610291087
mint_arima,75,<aggregated>,Test,-3.0458342472015434,40.928835781779256,34.808170297603716,-1.285910359003096,6.79457533243323,0.818489705947898,0.7730024296125773,-0.37856705601745194
mint_arima,76,CIP,Test,-2.251782223816795,2.462724839235151,2.251782223816795,-76.62664092757636,76.62664092757636,0.7684412182330755,0.6601914554617196,-0.5171216943392292
mint_arima,76,Non CIP,Test,-23.136434662530156,28.76038332088578,23.136434662530156,-19.699515302445608,19.699515302445608,1.0774027350038937,1.0536815598954246,0.5071106779238371
mint_arima,76,<aggregated>,Test,-25.388216886346942,30.79950602366703,25.388216886346942,-20.909122105052298,20.909122105052298,1.1703952231067705,1.1132854437439923,0.4855280051694136
mint_arima,77,CIP,Test,2.5423341987164116,7.946315650886783,6.012421657593848,1.6286725952330638,29.86208825277853,1.2516381331038455,1.2910682715746602,-0.11356467261588368
mint_arima,77,Non CIP,Test,-20.751445394066884,25.39331004324704,20.751445394066884,-7.894715168259131,7.894715168259131,0.7032217744219602,0.6775502188713882,0.013529319653026395
mint_arima,77,<aggregated>,Test,-18.209111195350506,26.081358984337463,18.592186738015503,-6.697492930546358,6.818451995082395,0.6158872150998921,0.6799103635054712,0.1334720440961962
mint_arima,78,CIP,Test,0.4066344100753796,2.6096030415540716,1.6680475051144221,0.07873276812594211,11.98903041987905,0.37850233542211903,0.466552614390056,0.10353563080362901
mint_arima,78,Non CIP,Test,-6.472751717970642,23.52326083386654,21.834358346229916,-3.9754051987790113,10.112459218734452,0.8270391851993881,0.70933929240022,0.5154475085330309
mint_arima,78,<aggregated>,Test,-6.066117307895247,25.117638910719812,23.376453678236796,-3.679342168130268,10.236479058186573,0.8708766738131395,0.7432618577252399,0.522315361969396
mint_arima,79,CIP,Test,1.9486259079852117,5.636551113212801,5.268296068149393,2.9228894159708103,22.1639934370015,0.8679699887911142,0.7442210067544435,-0.027398740612078695
mint_arima,79,Non CIP,Test,-37.82660226864474,49.09488274480836,37.82660226864474,-13.988548842178156,13.988548842178156,1.2980572929030922,1.327449287484268,-0.1333601258944506
