nypd_pct_cd,incident_date,cip_jobs,counts
84.0,2025-05-20,Non Critical,16
84.0,2025-05-20,Serious,2
84.0,2025-05-21,Critical,2
84.0,2025-05-21,Non CIP,448
84.0,2025-05-21,Non Critical,13
84.0,2025-05-21,Serious,5
84.0,2025-05-22,Critical,1
84.0,2025-05-22,Non CIP,463
84.0,2025-05-22,Non Critical,10
84.0,2025-05-22,Serious,7
84.0,2025-05-23,Critical,1
84.0,2025-05-23,Non CIP,465
84.0,2025-05-23,Non Critical,10
84.0,2025-05-23,Serious,7
84.0,2025-05-24,Non CIP,479
84.0,2025-05-24,Non Critical,9
84.0,2025-05-24,Serious,1
84.0,2025-05-25,Critical,1
84.0,2025-05-25,Non CIP,411
84.0,2025-05-25,Non Critical,12
84.0,2025-05-25,Serious,11
84.0,2025-05-26,Critical,10
84.0,2025-05-26,Non CIP,426
84.0,2025-05-26,Non Critical,9
84.0,2025-05-26,Serious,5
84.0,2025-05-27,Critical,2
84.0,2025-05-27,Non CIP,466
84.0,2025-05-27,Non Critical,13
84.0,2025-05-27,Serious,7
84.0,2025-05-28,Critical,2
84.0,2025-05-28,Non CIP,475
84.0,2025-05-28,Non Critical,13
84.0,2025-05-28,Serious,8
84.0,2025-05-29,Critical,2
84.0,2025-05-29,Non CIP,475
84.0,2025-05-29,Non Critical,9
84.0,2025-05-29,Serious,10
84.0,2025-05-30,Critical,1
84.0,2025-05-30,Non CIP,541
84.0,2025-05-30,Non Critical,13
84.0,2025-05-30,Serious,6
84.0,2025-05-31,Critical,5
84.0,2025-05-31,Non CIP,446
84.0,2025-05-31,Non Critical,14
84.0,2025-05-31,Serious,4
84.0,2025-06-01,Non CIP,480
84.0,2025-06-01,Non Critical,15
84.0,2025-06-01,Serious,8
84.0,2025-06-02,Critical,2
84.0,2025-06-02,Non CIP,508
84.0,2025-06-02,Non Critical,15
84.0,2025-06-02,Serious,3
84.0,2025-06-03,Critical,1
84.0,2025-06-03,Non CIP,469
84.0,2025-06-03,Non Critical,8
84.0,2025-06-03,Serious,9
84.0,2025-06-04,Critical,1
84.0,2025-06-04,Non CIP,526
84.0,2025-06-04,Non Critical,19
84.0,2025-06-04,Serious,2
84.0,2025-06-05,Critical,1
84.0,2025-06-05,Non CIP,486
84.0,2025-06-05,Non Critical,9
84.0,2025-06-05,Serious,12
84.0,2025-06-06,Critical,3
84.0,2025-06-06,Non CIP,452
84.0,2025-06-06,Non Critical,7
84.0,2025-06-06,Serious,9
84.0,2025-06-07,Critical,1
84.0,2025-06-07,Non CIP,486
84.0,2025-06-07,Non Critical,14
84.0,2025-06-07,Serious,4
84.0,2025-06-08,Critical,3
84.0,2025-06-08,Non CIP,424
84.0,2025-06-08,Non Critical,10
84.0,2025-06-08,Serious,3
84.0,2025-06-09,Critical,2
84.0,2025-06-09,Non CIP,437
84.0,2025-06-09,Non Critical,12
84.0,2025-06-09,Serious,8
84.0,2025-06-10,Critical,3
84.0,2025-06-10,Non CIP,453
84.0,2025-06-10,Non Critical,12
84.0,2025-06-10,Serious,6
84.0,2025-06-11,Non CIP,479
84.0,2025-06-11,Non Critical,9
84.0,2025-06-11,Serious,9
84.0,2025-06-12,Critical,1
84.0,2025-06-12,Non CIP,444
84.0,2025-06-12,Non Critical,13
84.0,2025-06-12,Serious,8
84.0,2025-06-13,Critical,2
84.0,2025-06-13,Non CIP,482
84.0,2025-06-13,Non Critical,7
84.0,2025-06-13,Serious,5
84.0,2025-06-14,Critical,2
84.0,2025-06-14,Non CIP,420
84.0,2025-06-14,Non Critical,2
84.0,2025-06-14,Serious,2
84.0,2025-06-15,Critical,1
84.0,2025-06-15,Non CIP,464
84.0,2025-06-15,Non Critical,9
84.0,2025-06-16,Critical,2
84.0,2025-06-16,Non CIP,480
84.0,2025-06-16,Non Critical,9
84.0,2025-06-16,Serious,7
84.0,2025-06-17,Critical,2
84.0,2025-06-17,Non CIP,457
84.0,2025-06-17,Non Critical,5
84.0,2025-06-17,Serious,7
84.0,2025-06-18,Critical,2
84.0,2025-06-18,Non CIP,524
84.0,2025-06-18,Non Critical,12
84.0,2025-06-18,Serious,9
84.0,2025-06-19,Critical,1
84.0,2025-06-19,Non CIP,442
84.0,2025-06-19,Non Critical,8
84.0,2025-06-19,Serious,12
84.0,2025-06-20,Critical,5
84.0,2025-06-20,Non CIP,505
84.0,2025-06-20,Non Critical,5
84.0,2025-06-20,Serious,9
84.0,2025-06-21,Critical,3
84.0,2025-06-21,Non CIP,475
84.0,2025-06-21,Non Critical,11
84.0,2025-06-21,Serious,8
84.0,2025-06-22,Critical,3
84.0,2025-06-22,Non CIP,457
84.0,2025-06-22,Non Critical,6
84.0,2025-06-22,Serious,4
84.0,2025-06-23,Non CIP,429
84.0,2025-06-23,Non Critical,5
84.0,2025-06-23,Serious,6
84.0,2025-06-24,Critical,3
84.0,2025-06-24,Non CIP,405
84.0,2025-06-24,Non Critical,11
84.0,2025-06-24,Serious,8
84.0,2025-06-25,Non CIP,413
84.0,2025-06-25,Non Critical,2
84.0,2025-06-25,Serious,12
84.0,2025-06-26,Critical,4
84.0,2025-06-26,Non CIP,446
84.0,2025-06-26,Non Critical,11
84.0,2025-06-26,Serious,5
84.0,2025-06-27,Critical,4
84.0,2025-06-27,Non CIP,430
84.0,2025-06-27,Non Critical,12
84.0,2025-06-27,Serious,3
84.0,2025-06-28,Non CIP,419
84.0,2025-06-28,Non Critical,7
84.0,2025-06-28,Serious,3
84.0,2025-06-29,Non CIP,367
84.0,2025-06-29,Non Critical,7
84.0,2025-06-29,Serious,8
84.0,2025-06-30,Critical,2
84.0,2025-06-30,Non CIP,402
84.0,2025-06-30,Non Critical,4
84.0,2025-06-30,Serious,7
88.0,2022-01-01,Critical,3
88.0,2022-01-01,Non CIP,158
88.0,2022-01-01,Non Critical,4
88.0,2022-01-01,Serious,4
88.0,2022-01-02,Non CIP,159
88.0,2022-01-02,Non Critical,3
88.0,2022-01-02,Serious,2
88.0,2022-01-03,Non CIP,153
88.0,2022-01-03,Non Critical,6
88.0,2022-01-04,Non CIP,146
88.0,2022-01-04,Non Critical,7
88.0,2022-01-04,Serious,3
88.0,2022-01-05,Non CIP,140
88.0,2022-01-05,Non Critical,2
88.0,2022-01-05,Serious,3
88.0,2022-01-06,Critical,3
88.0,2022-01-06,Non CIP,130
88.0,2022-01-06,Non Critical,7
88.0,2022-01-06,Serious,2
88.0,2022-01-07,Non CIP,126
88.0,2022-01-07,Non Critical,4
88.0,2022-01-07,Serious,1
88.0,2022-01-08,Critical,1
88.0,2022-01-08,Non CIP,136
88.0,2022-01-08,Non Critical,4
88.0,2022-01-08,Serious,3
88.0,2022-01-09,Non CIP,140
88.0,2022-01-09,Non Critical,7
88.0,2022-01-09,Serious,3
88.0,2022-01-10,Critical,2
88.0,2022-01-10,Non CIP,158
88.0,2022-01-10,Non Critical,5
88.0,2022-01-10,Serious,6
88.0,2022-01-11,Non CIP,135
88.0,2022-01-11,Non Critical,6
88.0,2022-01-11,Serious,1
88.0,2022-01-12,Critical,1
88.0,2022-01-12,Non CIP,136
88.0,2022-01-12,Non Critical,8
88.0,2022-01-12,Serious,1
88.0,2022-01-13,Critical,6
88.0,2022-01-13,Non CIP,159
88.0,2022-01-13,Non Critical,5
88.0,2022-01-13,Serious,4
88.0,2022-01-14,Non CIP,146
88.0,2022-01-14,Non Critical,3
88.0,2022-01-14,Serious,2
88.0,2022-01-15,Non CIP,158
88.0,2022-01-15,Non Critical,11
88.0,2022-01-16,Critical,1
88.0,2022-01-16,Non CIP,181
88.0,2022-01-16,Non Critical,8
88.0,2022-01-16,Serious,2
88.0,2022-01-17,Non CIP,216
88.0,2022-01-17,Non Critical,3
88.0,2022-01-17,Serious,3
88.0,2022-01-18,Critical,1
88.0,2022-01-18,Non CIP,195
88.0,2022-01-18,Non Critical,9
88.0,2022-01-18,Serious,1
88.0,2022-01-19,Non CIP,204
88.0,2022-01-19,Non Critical,7
88.0,2022-01-19,Serious,3
88.0,2022-01-20,Critical,1
88.0,2022-01-20,Non CIP,199
88.0,2022-01-20,Non Critical,9
88.0,2022-01-20,Serious,2
88.0,2022-01-21,Critical,1
88.0,2022-01-21,Non CIP,176
88.0,2022-01-21,Non Critical,1
88.0,2022-01-21,Serious,4
88.0,2022-01-22,Critical,1
88.0,2022-01-22,Non CIP,163
88.0,2022-01-22,Non Critical,8
88.0,2022-01-22,Serious,2
88.0,2022-01-23,Critical,1
88.0,2022-01-23,Non CIP,202
88.0,2022-01-23,Non Critical,6
88.0,2022-01-23,Serious,3
88.0,2022-01-24,Critical,1
88.0,2022-01-24,Non CIP,216
88.0,2022-01-24,Non Critical,4
88.0,2022-01-24,Serious,2
88.0,2022-01-25,Critical,5
88.0,2022-01-25,Non CIP,176
88.0,2022-01-25,Non Critical,10
88.0,2022-01-26,Critical,1
88.0,2022-01-26,Non CIP,205
88.0,2022-01-26,Non Critical,6
88.0,2022-01-26,Serious,3
88.0,2022-01-27,Critical,2
88.0,2022-01-27,Non CIP,187
88.0,2022-01-27,Non Critical,3
88.0,2022-01-27,Serious,3
88.0,2022-01-28,Critical,1
88.0,2022-01-28,Non CIP,175
88.0,2022-01-28,Non Critical,4
88.0,2022-01-28,Serious,2
88.0,2022-01-29,Non CIP,155
88.0,2022-01-29,Non Critical,5
88.0,2022-01-30,Critical,1
88.0,2022-01-30,Non CIP,164
88.0,2022-01-30,Non Critical,3
88.0,2022-01-31,Non CIP,189
88.0,2022-01-31,Non Critical,7
88.0,2022-01-31,Serious,1
88.0,2022-02-01,Critical,2
88.0,2022-02-01,Non CIP,193
88.0,2022-02-01,Non Critical,7
88.0,2022-02-01,Serious,2
88.0,2022-02-02,Critical,1
88.0,2022-02-02,Non CIP,199
88.0,2022-02-02,Non Critical,10
88.0,2022-02-02,Serious,1
88.0,2022-02-03,Critical,2
88.0,2022-02-03,Non CIP,180
88.0,2022-02-03,Non Critical,5
88.0,2022-02-03,Serious,2
88.0,2022-02-04,Critical,2
88.0,2022-02-04,Non CIP,199
88.0,2022-02-04,Non Critical,3
88.0,2022-02-04,Serious,5
88.0,2022-02-05,Critical,2
88.0,2022-02-05,Non CIP,188
88.0,2022-02-05,Non Critical,6
88.0,2022-02-05,Serious,5
88.0,2022-02-06,Non CIP,156
88.0,2022-02-06,Non Critical,6
88.0,2022-02-06,Serious,2
88.0,2022-02-07,Critical,1
88.0,2022-02-07,Non CIP,188
88.0,2022-02-07,Non Critical,11
88.0,2022-02-07,Serious,5
88.0,2022-02-08,Non CIP,192
88.0,2022-02-08,Non Critical,5
88.0,2022-02-08,Serious,5
88.0,2022-02-09,Critical,2
88.0,2022-02-09,Non CIP,195
88.0,2022-02-09,Non Critical,9
88.0,2022-02-09,Serious,1
88.0,2022-02-10,Critical,1
88.0,2022-02-10,Non CIP,187
88.0,2022-02-10,Non Critical,8
88.0,2022-02-10,Serious,1
88.0,2022-02-11,Non CIP,168
88.0,2022-02-11,Non Critical,2
88.0,2022-02-11,Serious,2
88.0,2022-02-12,Non CIP,162
88.0,2022-02-12,Non Critical,5
88.0,2022-02-12,Serious,3
88.0,2022-02-13,Non CIP,169
88.0,2022-02-13,Non Critical,12
88.0,2022-02-13,Serious,1
88.0,2022-02-14,Non CIP,168
88.0,2022-02-14,Non Critical,11
88.0,2022-02-14,Serious,6
88.0,2022-02-15,Non CIP,200
88.0,2022-02-15,Non Critical,7
88.0,2022-02-15,Serious,2
88.0,2022-02-16,Critical,3
88.0,2022-02-16,Non CIP,190
88.0,2022-02-16,Non Critical,10
88.0,2022-02-16,Serious,2
88.0,2022-02-17,Critical,3
88.0,2022-02-17,Non CIP,180
88.0,2022-02-17,Non Critical,2
88.0,2022-02-17,Serious,5
88.0,2022-02-18,Non CIP,182
88.0,2022-02-18,Non Critical,6
88.0,2022-02-18,Serious,4
88.0,2022-02-19,Critical,3
88.0,2022-02-19,Non CIP,176
88.0,2022-02-19,Non Critical,3
88.0,2022-02-19,Serious,2
88.0,2022-02-20,Critical,1
88.0,2022-02-20,Non CIP,180
88.0,2022-02-20,Non Critical,9
88.0,2022-02-20,Serious,2
88.0,2022-02-21,Non CIP,170
88.0,2022-02-21,Non Critical,8
88.0,2022-02-21,Serious,2
88.0,2022-02-22,Critical,6
88.0,2022-02-22,Non CIP,187
88.0,2022-02-22,Non Critical,9
88.0,2022-02-22,Serious,5
88.0,2022-02-23,Critical,1
88.0,2022-02-23,Non CIP,186
88.0,2022-02-23,Non Critical,7
88.0,2022-02-23,Serious,1
88.0,2022-02-24,Critical,4
88.0,2022-02-24,Non CIP,170
88.0,2022-02-24,Non Critical,4
88.0,2022-02-24,Serious,3
88.0,2022-02-25,Critical,1
88.0,2022-02-25,Non CIP,212
88.0,2022-02-25,Non Critical,4
88.0,2022-02-25,Serious,7
88.0,2022-02-26,Critical,2
88.0,2022-02-26,Non CIP,146
88.0,2022-02-26,Non Critical,5
88.0,2022-02-26,Serious,3
88.0,2022-02-27,Critical,1
88.0,2022-02-27,Non CIP,162
88.0,2022-02-27,Non Critical,4
88.0,2022-02-27,Serious,4
88.0,2022-02-28,Critical,2
88.0,2022-02-28,Non CIP,152
88.0,2022-02-28,Non Critical,11
88.0,2022-02-28,Serious,3
88.0,2022-03-01,Critical,2
88.0,2022-03-01,Non CIP,191
88.0,2022-03-01,Non Critical,6
88.0,2022-03-01,Serious,3
88.0,2022-03-02,Non CIP,183
88.0,2022-03-02,Non Critical,5
88.0,2022-03-02,Serious,2
88.0,2022-03-03,Critical,1
88.0,2022-03-03,Non CIP,209
88.0,2022-03-03,Non Critical,4
88.0,2022-03-03,Serious,4
88.0,2022-03-04,Critical,1
88.0,2022-03-04,Non CIP,177
88.0,2022-03-04,Non Critical,7
88.0,2022-03-04,Serious,4
88.0,2022-03-05,Critical,3
88.0,2022-03-05,Non CIP,188
88.0,2022-03-05,Non Critical,6
88.0,2022-03-06,Critical,1
88.0,2022-03-06,Non CIP,180
88.0,2022-03-06,Non Critical,6
88.0,2022-03-06,Serious,4
88.0,2022-03-07,Critical,2
88.0,2022-03-07,Non CIP,182
88.0,2022-03-07,Non Critical,4
88.0,2022-03-07,Serious,4
88.0,2022-03-08,Critical,4
88.0,2022-03-08,Non CIP,162
88.0,2022-03-08,Non Critical,9
88.0,2022-03-08,Serious,2
88.0,2022-03-09,Critical,1
88.0,2022-03-09,Non CIP,192
88.0,2022-03-09,Non Critical,8
88.0,2022-03-09,Serious,2
88.0,2022-03-10,Critical,1
88.0,2022-03-10,Non CIP,213
88.0,2022-03-10,Non Critical,9
88.0,2022-03-10,Serious,1
88.0,2022-03-11,Critical,1
88.0,2022-03-11,Non CIP,189
88.0,2022-03-11,Non Critical,7
88.0,2022-03-11,Serious,3
88.0,2022-03-12,Critical,1
88.0,2022-03-12,Non CIP,159
88.0,2022-03-12,Non Critical,2
88.0,2022-03-12,Serious,2
88.0,2022-03-13,Non CIP,174
88.0,2022-03-13,Non Critical,6
88.0,2022-03-13,Serious,2
88.0,2022-03-14,Critical,1
88.0,2022-03-14,Non CIP,158
88.0,2022-03-14,Non Critical,1
88.0,2022-03-14,Serious,4
88.0,2022-03-15,Critical,2
88.0,2022-03-15,Non CIP,194
88.0,2022-03-15,Non Critical,9
88.0,2022-03-16,Critical,1
88.0,2022-03-16,Non CIP,201
88.0,2022-03-16,Non Critical,8
88.0,2022-03-16,Serious,4
88.0,2022-03-17,Non CIP,187
88.0,2022-03-17,Non Critical,7
88.0,2022-03-17,Serious,3
88.0,2022-03-18,Critical,1
88.0,2022-03-18,Non CIP,180
88.0,2022-03-18,Non Critical,6
88.0,2022-03-18,Serious,3
88.0,2022-03-19,Critical,2
88.0,2022-03-19,Non CIP,181
88.0,2022-03-19,Non Critical,3
88.0,2022-03-19,Serious,6
88.0,2022-03-20,Critical,2
88.0,2022-03-20,Non CIP,181
88.0,2022-03-20,Non Critical,5
88.0,2022-03-20,Serious,5
88.0,2022-03-21,Critical,1
88.0,2022-03-21,Non CIP,175
88.0,2022-03-21,Non Critical,10
88.0,2022-03-21,Serious,3
88.0,2022-03-22,Critical,1
88.0,2022-03-22,Non CIP,181
88.0,2022-03-22,Non Critical,5
88.0,2022-03-22,Serious,2
88.0,2022-03-23,Critical,1
88.0,2022-03-23,Non CIP,188
88.0,2022-03-23,Non Critical,8
88.0,2022-03-23,Serious,2
88.0,2022-03-24,Critical,1
88.0,2022-03-24,Non CIP,248
88.0,2022-03-24,Non Critical,4
88.0,2022-03-24,Serious,1
88.0,2022-03-25,Critical,3
88.0,2022-03-25,Non CIP,213
88.0,2022-03-25,Non Critical,6
88.0,2022-03-25,Serious,1
88.0,2022-03-26,Critical,1
88.0,2022-03-26,Non CIP,185
88.0,2022-03-26,Non Critical,4
88.0,2022-03-26,Serious,3
88.0,2022-03-27,Critical,1
88.0,2022-03-27,Non CIP,177
88.0,2022-03-27,Non Critical,1
88.0,2022-03-27,Serious,4
88.0,2022-03-28,Critical,1
88.0,2022-03-28,Non CIP,216
88.0,2022-03-28,Non Critical,10
88.0,2022-03-28,Serious,5
88.0,2022-03-29,Critical,2
88.0,2022-03-29,Non CIP,214
88.0,2022-03-29,Non Critical,5
88.0,2022-03-29,Serious,6
88.0,2022-03-30,Non CIP,196
88.0,2022-03-30,Non Critical,11
88.0,2022-03-30,Serious,2
88.0,2022-03-31,Critical,1
88.0,2022-03-31,Non CIP,210
88.0,2022-03-31,Non Critical,8
88.0,2022-03-31,Serious,2
88.0,2022-04-01,Critical,1
88.0,2022-04-01,Non CIP,183
88.0,2022-04-01,Non Critical,10
88.0,2022-04-01,Serious,3
88.0,2022-04-02,Non CIP,202
88.0,2022-04-02,Non Critical,5
88.0,2022-04-02,Serious,2
88.0,2022-04-03,Critical,1
88.0,2022-04-03,Non CIP,193
88.0,2022-04-03,Non Critical,9
88.0,2022-04-03,Serious,2
88.0,2022-04-04,Critical,8
88.0,2022-04-04,Non CIP,180
88.0,2022-04-04,Non Critical,11
88.0,2022-04-04,Serious,8
88.0,2022-04-05,Critical,2
88.0,2022-04-05,Non CIP,220
88.0,2022-04-05,Non Critical,7
88.0,2022-04-05,Serious,6
88.0,2022-04-06,Critical,2
88.0,2022-04-06,Non CIP,199
88.0,2022-04-06,Non Critical,3
88.0,2022-04-06,Serious,4
88.0,2022-04-07,Non CIP,213
88.0,2022-04-07,Non Critical,8
88.0,2022-04-07,Serious,3
88.0,2022-04-08,Critical,4
88.0,2022-04-08,Non CIP,187
88.0,2022-04-08,Non Critical,8
88.0,2022-04-08,Serious,4
88.0,2022-04-09,Critical,1
88.0,2022-04-09,Non CIP,181
88.0,2022-04-09,Non Critical,4
88.0,2022-04-10,Critical,6
88.0,2022-04-10,Non CIP,187
88.0,2022-04-10,Non Critical,4
88.0,2022-04-11,Critical,4
88.0,2022-04-11,Non CIP,193
88.0,2022-04-11,Non Critical,10
88.0,2022-04-11,Serious,6
88.0,2022-04-12,Critical,1
88.0,2022-04-12,Non CIP,200
88.0,2022-04-12,Non Critical,5
88.0,2022-04-12,Serious,5
88.0,2022-04-13,Critical,5
88.0,2022-04-13,Non CIP,234
88.0,2022-04-13,Non Critical,6
88.0,2022-04-13,Serious,5
88.0,2022-04-14,Critical,5
88.0,2022-04-14,Non CIP,186
88.0,2022-04-14,Non Critical,5
88.0,2022-04-14,Serious,7
88.0,2022-04-15,Critical,2
88.0,2022-04-15,Non CIP,179
88.0,2022-04-15,Non Critical,15
88.0,2022-04-15,Serious,3
88.0,2022-04-16,Critical,5
88.0,2022-04-16,Non CIP,190
88.0,2022-04-16,Non Critical,7
88.0,2022-04-16,Serious,3
88.0,2022-04-17,Critical,1
88.0,2022-04-17,Non CIP,172
88.0,2022-04-17,Non Critical,5
88.0,2022-04-17,Serious,2
88.0,2022-04-18,Critical,2
88.0,2022-04-18,Non CIP,205
88.0,2022-04-18,Non Critical,7
88.0,2022-04-19,Non CIP,209
88.0,2022-04-19,Non Critical,7
88.0,2022-04-19,Serious,1
88.0,2022-04-20,Critical,1
88.0,2022-04-20,Non CIP,212
88.0,2022-04-20,Non Critical,10
88.0,2022-04-21,Critical,1
88.0,2022-04-21,Non CIP,194
88.0,2022-04-21,Non Critical,11
88.0,2022-04-21,Serious,2
88.0,2022-04-22,Critical,1
88.0,2022-04-22,Non CIP,193
88.0,2022-04-22,Non Critical,6
88.0,2022-04-22,Serious,1
88.0,2022-04-23,Critical,2
88.0,2022-04-23,Non CIP,170
88.0,2022-04-23,Non Critical,2
88.0,2022-04-23,Serious,2
88.0,2022-04-24,Non CIP,156
88.0,2022-04-24,Non Critical,8
88.0,2022-04-24,Serious,3
88.0,2022-04-25,Critical,1
88.0,2022-04-25,Non CIP,212
88.0,2022-04-25,Non Critical,10
88.0,2022-04-25,Serious,3
88.0,2022-04-26,Critical,2
88.0,2022-04-26,Non CIP,201
88.0,2022-04-26,Non Critical,4
88.0,2022-04-26,Serious,6
88.0,2022-04-27,Critical,3
88.0,2022-04-27,Non CIP,184
88.0,2022-04-27,Non Critical,5
88.0,2022-04-27,Serious,3
88.0,2022-04-28,Critical,4
88.0,2022-04-28,Non CIP,193
88.0,2022-04-28,Non Critical,5
88.0,2022-04-28,Serious,4
88.0,2022-04-29,Critical,2
88.0,2022-04-29,Non CIP,173
88.0,2022-04-29,Non Critical,5
88.0,2022-04-29,Serious,4
88.0,2022-04-30,Critical,2
88.0,2022-04-30,Non CIP,177
88.0,2022-04-30,Non Critical,6
88.0,2022-04-30,Serious,5
88.0,2022-05-01,Critical,3
88.0,2022-05-01,Non CIP,149
88.0,2022-05-01,Non Critical,8
88.0,2022-05-01,Serious,6
88.0,2022-05-02,Critical,6
88.0,2022-05-02,Non CIP,185
88.0,2022-05-02,Non Critical,13
88.0,2022-05-02,Serious,3
88.0,2022-05-03,Critical,4
88.0,2022-05-03,Non CIP,185
88.0,2022-05-03,Non Critical,4
88.0,2022-05-03,Serious,2
88.0,2022-05-04,Non CIP,179
88.0,2022-05-04,Non Critical,6
88.0,2022-05-04,Serious,4
88.0,2022-05-05,Critical,1
88.0,2022-05-05,Non CIP,199
88.0,2022-05-05,Non Critical,3
88.0,2022-05-05,Serious,7
88.0,2022-05-06,Non CIP,198
88.0,2022-05-06,Non Critical,5
88.0,2022-05-06,Serious,2
88.0,2022-05-07,Critical,1
88.0,2022-05-07,Non CIP,176
88.0,2022-05-07,Non Critical,3
88.0,2022-05-07,Serious,3
88.0,2022-05-08,Critical,2
88.0,2022-05-08,Non CIP,170
88.0,2022-05-08,Non Critical,2
88.0,2022-05-08,Serious,3
88.0,2022-05-09,Non CIP,203
88.0,2022-05-09,Non Critical,8
88.0,2022-05-09,Serious,2
88.0,2022-05-10,Critical,3
88.0,2022-05-10,Non CIP,201
88.0,2022-05-10,Serious,1
88.0,2022-05-11,Critical,5
88.0,2022-05-11,Non CIP,216
88.0,2022-05-11,Non Critical,5
88.0,2022-05-11,Serious,4
88.0,2022-05-12,Non CIP,230
88.0,2022-05-12,Non Critical,5
88.0,2022-05-12,Serious,2
88.0,2022-05-13,Critical,2
88.0,2022-05-13,Non CIP,200
88.0,2022-05-13,Non Critical,6
88.0,2022-05-13,Serious,5
88.0,2022-05-14,Critical,3
88.0,2022-05-14,Non CIP,182
88.0,2022-05-14,Non Critical,5
88.0,2022-05-14,Serious,1
88.0,2022-05-15,Non CIP,153
88.0,2022-05-15,Non Critical,4
88.0,2022-05-15,Serious,8
88.0,2022-05-16,Critical,2
88.0,2022-05-16,Non CIP,159
88.0,2022-05-16,Non Critical,3
88.0,2022-05-17,Critical,3
88.0,2022-05-17,Non CIP,175
88.0,2022-05-17,Non Critical,13
88.0,2022-05-17,Serious,5
88.0,2022-05-18,Non CIP,207
88.0,2022-05-18,Non Critical,5
88.0,2022-05-18,Serious,1
88.0,2022-05-19,Critical,2
88.0,2022-05-19,Non CIP,215
88.0,2022-05-19,Non Critical,3
88.0,2022-05-19,Serious,8
88.0,2022-05-20,Critical,2
88.0,2022-05-20,Non CIP,162
88.0,2022-05-20,Non Critical,7
88.0,2022-05-20,Serious,5
88.0,2022-05-21,Critical,1
88.0,2022-05-21,Non CIP,234
88.0,2022-05-21,Non Critical,10
88.0,2022-05-21,Serious,5
88.0,2022-05-22,Non CIP,201
88.0,2022-05-22,Non Critical,3
88.0,2022-05-22,Serious,5
88.0,2022-05-23,Critical,1
88.0,2022-05-23,Non CIP,222
88.0,2022-05-23,Non Critical,6
88.0,2022-05-23,Serious,2
88.0,2022-05-24,Critical,2
88.0,2022-05-24,Non CIP,207
88.0,2022-05-24,Non Critical,4
88.0,2022-05-24,Serious,3
88.0,2022-05-25,Critical,6
88.0,2022-05-25,Non CIP,169
88.0,2022-05-25,Non Critical,10
88.0,2022-05-25,Serious,6
88.0,2022-05-26,Critical,1
88.0,2022-05-26,Non CIP,202
88.0,2022-05-26,Non Critical,9
88.0,2022-05-26,Serious,2
88.0,2022-05-27,Critical,2
88.0,2022-05-27,Non CIP,179
88.0,2022-05-27,Non Critical,5
88.0,2022-05-27,Serious,2
88.0,2022-05-28,Critical,1
88.0,2022-05-28,Non CIP,163
88.0,2022-05-28,Non Critical,4
88.0,2022-05-28,Serious,2
88.0,2022-05-29,Critical,1
88.0,2022-05-29,Non CIP,161
88.0,2022-05-29,Non Critical,4
88.0,2022-05-29,Serious,4
88.0,2022-05-30,Critical,1
88.0,2022-05-30,Non CIP,177
88.0,2022-05-30,Non Critical,5
88.0,2022-05-30,Serious,4
88.0,2022-05-31,Critical,3
88.0,2022-05-31,Non CIP,175
88.0,2022-05-31,Non Critical,14
88.0,2022-05-31,Serious,2
88.0,2022-06-01,Critical,8
88.0,2022-06-01,Non CIP,173
88.0,2022-06-01,Non Critical,11
88.0,2022-06-01,Serious,4
88.0,2022-06-02,Non CIP,199
88.0,2022-06-02,Non Critical,10
88.0,2022-06-02,Serious,2
88.0,2022-06-03,Critical,1
88.0,2022-06-03,Non CIP,192
88.0,2022-06-03,Non Critical,6
88.0,2022-06-03,Serious,1
88.0,2022-06-04,Non CIP,182
88.0,2022-06-04,Non Critical,2
88.0,2022-06-04,Serious,4
88.0,2022-06-05,Non CIP,151
88.0,2022-06-05,Non Critical,12
88.0,2022-06-05,Serious,2
88.0,2022-06-06,Critical,2
88.0,2022-06-06,Non CIP,165
88.0,2022-06-06,Non Critical,6
88.0,2022-06-06,Serious,2
88.0,2022-06-07,Critical,4
88.0,2022-06-07,Non CIP,217
88.0,2022-06-07,Non Critical,4
88.0,2022-06-07,Serious,1
88.0,2022-06-08,Critical,3
88.0,2022-06-08,Non CIP,175
88.0,2022-06-08,Non Critical,6
88.0,2022-06-08,Serious,6
88.0,2022-06-09,Critical,2
88.0,2022-06-09,Non CIP,189
88.0,2022-06-09,Non Critical,3
88.0,2022-06-09,Serious,4
88.0,2022-06-10,Critical,2
88.0,2022-06-10,Non CIP,165
88.0,2022-06-10,Non Critical,8
88.0,2022-06-10,Serious,1
88.0,2022-06-11,Critical,2
88.0,2022-06-11,Non CIP,146
88.0,2022-06-11,Non Critical,5
88.0,2022-06-11,Serious,1
88.0,2022-06-12,Non CIP,172
88.0,2022-06-12,Non Critical,6
88.0,2022-06-12,Serious,2
88.0,2022-06-13,Non CIP,180
88.0,2022-06-13,Non Critical,7
88.0,2022-06-13,Serious,8
88.0,2022-06-14,Non CIP,204
88.0,2022-06-14,Non Critical,11
88.0,2022-06-14,Serious,2
88.0,2022-06-15,Critical,1
88.0,2022-06-15,Non CIP,199
88.0,2022-06-15,Non Critical,8
88.0,2022-06-16,Critical,2
88.0,2022-06-16,Non CIP,178
88.0,2022-06-16,Non Critical,2
88.0,2022-06-16,Serious,3
88.0,2022-06-17,Critical,2
88.0,2022-06-17,Non CIP,164
88.0,2022-06-17,Non Critical,9
