Date,MaxTemperature,MinTemperature,AvgTemperature,Precipitation,Snowfall,SnowDepth
2023-09-17,77,59,68.0,0.21,0,0
2023-09-18,68,60,64.0,1.34,0,0
2023-09-19,72,58,65.0,0,0,0
2023-09-20,74,58,66.0,0,0,0
2023-09-21,71,57,64.0,0,0,0
2023-09-22,71,59,65.0,0,0,0
2023-09-23,63,57,60.0,0.96,0,0
2023-09-24,66,62,64.0,1.25,0,0
2023-09-25,66,57,61.5,0.59,0,0
2023-09-26,60,54,57.0,0.2,0,0
2023-09-27,64,50,57.0,0,0,0
2023-09-28,65,56,60.5,0.38,0,0
2023-09-29,63,59,61.0,5.48,0,0
2023-09-30,66,57,61.5,0.04,0,0
2023-10-01,76,59,67.5,0,0,0
2023-10-02,77,63,70.0,0,0,0
2023-10-03,80,61,70.5,0,0,0
2023-10-04,83,66,74.5,0,0,0
2023-10-05,77,62,69.5,0,0,0
2023-10-06,71,67,69.0,0.14,0,0
2023-10-07,69,53,61.0,0.35,0,0
2023-10-08,59,50,54.5,0,0,0
2023-10-09,60,49,54.5,0.009,0,0
2023-10-10,63,52,57.5,0.02,0,0
2023-10-11,69,55,62.0,0,0,0
2023-10-12,69,53,61.0,0,0,0
2023-10-13,63,51,57.0,0,0,0
2023-10-14,56,49,52.5,0.81,0,0
2023-10-15,60,50,55.0,0.01,0,0
2023-10-16,63,48,55.5,0.009,0,0
2023-10-17,61,51,56.0,0,0,0
2023-10-18,63,52,57.5,0,0,0
2023-10-19,64,52,58.0,0,0,0
2023-10-20,63,59,61.0,0.84,0,0
2023-10-21,63,56,59.5,0.67,0,0
2023-10-22,57,48,52.5,0,0,0
2023-10-23,60,47,53.5,0,0,0
2023-10-24,65,47,56.0,0,0,0
2023-10-25,72,53,62.5,0,0,0
2023-10-26,77,58,67.5,0,0,0
2023-10-27,74,63,68.5,0,0,0
2023-10-28,80,63,71.5,0,0,0
2023-10-29,63,51,57.0,0.47,0,0
2023-10-30,60,50,55.0,0.59,0,0
2023-10-31,51,45,48.0,0.009,0,0
2023-11-01,49,39,44.0,0.01,0,0
2023-11-02,48,35,41.5,0,0,0
2023-11-03,55,42,48.5,0,0,0
2023-11-04,61,47,54.0,0,0,0
2023-11-05,65,49,57.0,0.009,0,0
2023-11-06,56,44,50.0,0,0,0
2023-11-07,64,53,58.5,0.06,0,0
2023-11-08,54,43,48.5,0,0,0
2023-11-09,57,42,49.5,0,0,0
2023-11-10,53,45,49.0,0,0,0
2023-11-11,55,42,48.5,0,0,0
2023-11-12,44,36,40.0,0,0,0
2023-11-13,49,35,42.0,0.009,0,0
2023-11-14,53,42,47.5,0,0,0
2023-11-15,53,39,46.0,0,0,0
2023-11-16,65,46,55.5,0,0,0
2023-11-17,67,52,59.5,0,0,0
2023-11-18,63,41,52.0,0.009,0,0
2023-11-19,55,40,47.5,0,0,0
2023-11-20,46,37,41.5,0,0,0
2023-11-21,48,33,40.5,0.59,0,0
2023-11-22,54,48,51.0,1.93,0,0
2023-11-23,52,44,48.0,0,0,0
2023-11-24,51,33,42.0,0,0,0
2023-11-25,40,30,35.0,0,0,0
2023-11-26,56,35,45.5,0.28,0,0
2023-11-27,56,36,46.0,0.08,0,0
2023-11-28,41,32,36.5,0.009,0.09,0
2023-11-29,38,27,32.5,0,0,0
2023-11-30,51,34,42.5,0,0,0
2023-12-01,51,43,47.0,0.41,0,0
2023-12-02,60,47,53.5,0,0,0
2023-12-03,53,48,50.5,0.55,0,0
2023-12-04,54,42,48.0,0,0,0
2023-12-05,43,38,40.5,0,0,0
2023-12-06,43,33,38.0,0,0,0
2023-12-07,39,32,35.5,0.009,0.09,0
2023-12-08,51,38,44.5,0,0,0
2023-12-09,59,44,51.5,0.009,0,0
2023-12-10,61,50,55.5,1.12,0,0
2023-12-11,50,38,44.0,0.55,0,0
2023-12-12,44,36,40.0,0,0,0
2023-12-13,47,36,41.5,0,0,0
2023-12-14,41,33,37.0,0,0,0
2023-12-15,58,37,47.5,0,0,0
2023-12-16,54,46,50.0,0,0,0
2023-12-17,59,47,53.0,0.26,0,0
2023-12-18,62,42,52.0,2.21,0,0
2023-12-19,44,32,38.0,0,0,0
2023-12-20,46,30,38.0,0,0,0
2023-12-21,42,30,36.0,0,0,0
2023-12-22,37,25,31.0,0,0,0
2023-12-23,44,34,39.0,0,0,0
2023-12-24,49,40,44.5,0.02,0,0
2023-12-25,49,43,46.0,0,0,0
2023-12-26,51,44,47.5,0,0,0
2023-12-27,50,45,47.5,0.32,0,0
2023-12-28,55,49,52.0,1.22,0,0
2023-12-29,55,46,50.5,0.05,0,0
2023-12-30,46,39,42.5,0,0,0
2023-12-31,43,39,41.0,0,0,0
2024-01-01,47,35,41.0,0.03,0,0
2024-01-02,42,29,35.5,0,0,0
2024-01-03,43,34,38.5,0,0,0
2024-01-04,45,28,36.5,0.009,0.09,0
2024-01-05,37,26,31.5,0,0,0
2024-01-06,38,31,34.5,0.41,0.2,0
2024-01-07,38,34,36.0,0.24,0.09,0
2024-01-08,45,36,40.5,0,0,0
2024-01-09,57,36,46.5,1.73,0,0
2024-01-10,57,44,50.5,0.22,0,0
2024-01-11,47,41,44.0,0,0,0
2024-01-12,50,40,45.0,0.08,0,0
2024-01-13,60,35,47.5,0.81,0,0
2024-01-14,44,26,35.0,0.009,0.09,0
2024-01-15,29,23,26.0,0.04,0.4,0
2024-01-16,32,22,27.0,0.28,1.3,1
2024-01-17,24,17,20.5,0,0,1
2024-01-18,34,22,28.0,0.009,0.09,1
2024-01-19,32,26,29.0,0.04,0.4,1
2024-01-20,26,18,22.0,0,0,1
2024-01-21,31,20,25.5,0,0,1
2024-01-22,38,25,31.5,0,0,1
2024-01-23,40,34,37.0,0.05,0,1
2024-01-24,48,38,43.0,0.05,0,0
2024-01-25,59,46,52.5,0.24,0,0
2024-01-26,46,42,44.0,0.19,0,0
2024-01-27,49,43,46.0,0,0,0
2024-01-28,44,37,40.5,0.82,0,0
2024-01-29,40,36,38.0,0.05,0.09,0
2024-01-30,38,35,36.5,0.009,0.09,0
2024-01-31,40,34,37.0,0.009,0.09,0
2024-02-01,46,37,41.5,0,0,0
2024-02-02,46,38,42.0,0.32,0,0
2024-02-03,43,32,37.5,0,0,0
2024-02-04,46,31,38.5,0,0,0
2024-02-05,45,32,38.5,0,0,0
2024-02-06,42,29,35.5,0,0,0
2024-02-07,48,33,40.5,0,0,0
2024-02-08,53,37,45.0,0,0,0
2024-02-09,55,43,49.0,0,0,0
2024-02-10,60,47,53.5,0,0,0
2024-02-11,56,43,49.5,0,0,0
2024-02-12,48,37,42.5,0.009,0,0
2024-02-13,41,33,37.0,0.77,3.2,1
2024-02-14,38,29,33.5,0.009,0.09,2
2024-02-15,39,27,33.0,0,0,0.9
2024-02-16,43,36,39.5,0,0,0
2024-02-17,36,27,31.5,0.18,2,2
2024-02-18,40,26,33.0,0,0,0.9
2024-02-19,41,31,36.0,0,0,0
2024-02-20,40,26,33.0,0,0,0
2024-02-21,43,30,36.5,0,0,0
2024-02-22,45,35,40.0,0.04,0,0
2024-02-23,47,42,44.5,0.04,0,0
2024-02-24,44,28,36.0,0,0,0
2024-02-25,41,23,32.0,0,0,0
2024-02-26,55,35,45.0,0.01,0,0
2024-02-27,55,40,47.5,0.52,0,0
2024-02-28,62,44,53.0,0.17,0,0
2024-02-29,43,31,37.0,0,0,0
2024-03-01,48,30,39.0,0,0,0
2024-03-02,55,42,48.5,1.27,0,0
2024-03-03,68,48,58.0,0,0,0
2024-03-04,59,46,52.5,0,0,0
2024-03-05,49,42,45.5,0.43,0,0
2024-03-06,53,47,50.0,1.2,0,0
2024-03-07,54,44,49.0,0.11,0,0
2024-03-08,57,40,48.5,0,0,0
2024-03-09,49,41,45.0,1.53,0,0
2024-03-10,51,37,44.0,0.03,0,0
2024-03-11,52,35,43.5,0.009,0.09,0
2024-03-12,66,43,54.5,0,0,0
2024-03-13,62,48,55.0,0,0,0
2024-03-14,74,46,60.0,0,0,0
2024-03-15,73,51,62.0,0.009,0,0
2024-03-16,61,47,54.0,0,0,0
2024-03-17,63,48,55.5,0.009,0,0
2024-03-18,51,38,44.5,0,0,0
2024-03-19,48,36,42.0,0.009,0,0
2024-03-20,57,34,45.5,0.01,0,0
2024-03-21,43,30,36.5,0,0,0
2024-03-22,46,29,37.5,0,0,0
2024-03-23,50,35,42.5,3.66,0,0
2024-03-24,48,31,39.5,0,0,0
2024-03-25,53,35,44.0,0,0,0
2024-03-26,53,39,46.0,0,0,0
2024-03-27,52,42,47.0,0.06,0,0
2024-03-28,51,44,47.5,0.7,0,0
2024-03-29,56,42,49.0,0,0,0
2024-03-30,62,41,51.5,0.04,0,0
2024-03-31,62,47,54.5,0.02,0,0
2024-04-01,54,49,51.5,0.01,0,0
2024-04-02,51,44,47.5,0.87,0,0
2024-04-03,45,41,43.0,1.55,0,0
2024-04-04,53,37,45.0,0.21,0,0
2024-04-05,50,38,44.0,0.009,0,0
2024-04-06,54,42,48.0,0,0,0
2024-04-07,60,43,51.5,0,0,0
2024-04-08,69,43,56.0,0.009,0,0
2024-04-09,80,55,67.5,0,0,0
2024-04-10,67,51,59.0,0,0,0
2024-04-11,61,50,55.5,0.24,0,0
2024-04-12,63,56,59.5,0.34,0,0
2024-04-13,56,47,51.5,0.01,0,0
2024-04-14,75,48,61.5,0.1,0,0
2024-04-15,82,58,70.0,0.009,0,0
2024-04-16,73,54,63.5,0,0,0
2024-04-17,62,50,56.0,0.02,0,0
2024-04-18,50,45,47.5,0.01,0,0
2024-04-19,60,46,53.0,0,0,0
2024-04-20,71,47,59.0,0.05,0,0
2024-04-21,54,42,48.0,0,0,0
2024-04-22,64,42,53.0,0,0,0
2024-04-23,65,46,55.5,0,0,0
2024-04-24,74,50,62.0,0.009,0,0
2024-04-25,60,43,51.5,0,0,0
2024-04-26,65,43,54.0,0,0,0
2024-04-27,64,46,55.0,0.009,0,0
2024-04-28,79,52,65.5,0.01,0,0
2024-04-29,87,63,75.0,0.02,0,0
2024-04-30,66,52,59.0,0.03,0,0
2024-05-01,80,53,66.5,0.02,0,0
2024-05-02,79,53,66.0,0,0,0
2024-05-03,65,52,58.5,0,0,0
2024-05-04,63,49,56.0,0.009,0,0
2024-05-05,54,49,51.5,0.31,0,0
2024-05-06,74,53,63.5,0.009,0,0
2024-05-07,80,59,69.5,0,0,0
2024-05-08,84,65,74.5,0.21,0,0
2024-05-09,70,56,63.0,0,0,0
2024-05-10,56,48,52.0,0.23,0,0
2024-05-11,64,47,55.5,0,0,0
2024-05-12,57,48,52.5,0.15,0,0
2024-05-13,65,49,57.0,0,0,0
2024-05-14,72,55,63.5,0.03,0,0
2024-05-15,64,59,61.5,0.28,0,0
2024-05-16,64,59,61.5,0.27,0,0
2024-05-17,72,58,65.0,0.009,0,0
2024-05-18,69,59,64.0,0.04,0,0
2024-05-19,75,56,65.5,0,0,0
2024-05-20,74,55,64.5,0,0,0
2024-05-21,83,58,70.5,0,0,0
2024-05-22,84,67,75.5,0,0,0
2024-05-23,79,67,73.0,0.78,0,0
2024-05-24,84,68,76.0,0,0,0
2024-05-25,81,66,73.5,0,0,0
2024-05-26,82,65,73.5,0.009,0,0
2024-05-27,73,66,69.5,0.96,0,0
2024-05-28,79,65,72.0,0,0,0
2024-05-29,76,60,68.0,0.65,0,0
2024-05-30,71,57,64.0,0.18,0,0
2024-05-31,75,59,67.0,0,0,0
2024-06-01,83,60,71.5,0,0,0
2024-06-02,81,67,74.0,0,0,0
2024-06-03,86,72,79.0,0.009,0,0
2024-06-04,79,65,72.0,0,0,0
2024-06-05,79,65,72.0,0.009,0,0
2024-06-06,81,68,74.5,0.77,0,0
2024-06-07,82,66,74.0,0,0,0
2024-06-08,76,63,69.5,0,0,0
2024-06-09,74,65,69.5,0.009,0,0
2024-06-10,75,62,68.5,0,0,0
2024-06-11,73,59,66.0,0.009,0,0
2024-06-12,76,61,68.5,0,0,0
2024-06-13,84,65,74.5,0,0,0
2024-06-14,85,65,75.0,0.28,0,0
2024-06-15,80,65,72.5,0,0,0
2024-06-16,78,63,70.5,0,0,0
2024-06-17,83,65,74.0,0,0,0
2024-06-18,86,71,78.5,0,0,0
2024-06-19,89,72,80.5,0,0,0
2024-06-20,91,72,81.5,0,0,0
2024-06-21,94,76,85.0,0,0,0
2024-06-22,93,75,84.0,0.11,0,0
2024-06-23,92,73,82.5,0,0,0
2024-06-24,80,72,76.0,0.009,0,0
2024-06-25,90,69,79.5,0,0,0
2024-06-26,93,70,81.5,0.08,0,0
2024-06-27,84,67,75.5,0.23,0,0
2024-06-28,79,64,71.5,0,0,0
2024-06-29,79,66,72.5,0.06,0,0
2024-06-30,85,70,77.5,0.18,0,0
2024-07-01,81,64,72.5,0,0,0
2024-07-02,86,66,76.0,0,0,0
2024-07-03,83,69,76.0,0,0,0
2024-07-04,89,70,79.5,0.04,0,0
2024-07-05,90,74,82.0,0.1,0,0
2024-07-06,92,73,82.5,0.05,0,0
2024-07-07,93,79,86.0,0.009,0,0
2024-07-08,95,77,86.0,0,0,0
2024-07-09,89,75,82.0,0.009,0,0
2024-07-10,91,78,84.5,0,0,0
2024-07-11,89,75,82.0,0.11,0,0
2024-07-12,84,72,78.0,0.06,0,0
2024-07-13,87,72,79.5,2.06,0,0
2024-07-14,90,75,82.5,0,0,0
2024-07-15,91,73,82.0,0.12,0,0
2024-07-16,94,78,86.0,0.009,0,0
2024-07-17,90,72,81.0,1.46,0,0
2024-07-18,86,72,79.0,0.009,0,0
2024-07-19,83,67,75.0,0,0,0
2024-07-20,83,71,77.0,0,0,0
2024-07-21,88,73,80.5,0.009,0,0
2024-07-22,84,71,77.5,0.01,0,0
2024-07-23,81,71,76.0,0.11,0,0
2024-07-24,81,73,77.0,0.009,0,0
2024-07-25,83,72,77.5,0,0,0
2024-07-26,84,67,75.5,0,0,0
2024-07-27,87,69,78.0,0,0,0
2024-07-28,89,70,79.5,0,0,0
2024-07-29,84,68,76.0,0.05,0,0
2024-07-30,88,75,81.5,0,0,0
2024-07-31,89,73,81.0,0.03,0,0
2024-08-01,95,76,85.5,0,0,0
2024-08-02,92,74,83.0,0.52,0,0
2024-08-03,93,73,83.0,0.73,0,0
2024-08-04,83,71,77.0,0.17,0,0
2024-08-05,90,73,81.5,0,0,0
2024-08-06,90,72,81.0,2.08,0,0
2024-08-07,72,64,68.0,0.13,0,0
2024-08-08,70,65,67.5,0.36,0,0
2024-08-09,80,70,75.0,0.11,0,0
2024-08-10,85,73,79.0,0,0,0
2024-08-11,80,69,74.5,0,0,0
2024-08-12,81,66,73.5,0.009,0,0
2024-08-13,81,64,72.5,0,0,0
2024-08-14,85,67,76.0,0,0,0
2024-08-15,86,68,77.0,0,0,0
2024-08-16,87,70,78.5,0,0,0
2024-08-17,79,67,73.0,0.04,0,0
2024-08-18,81,69,75.0,2.29,0,0
2024-08-19,84,68,76.0,0.25,0,0
2024-08-20,72,61,66.5,0,0,0
2024-08-21,73,57,65.0,0.009,0,0
2024-08-22,76,59,67.5,0,0,0
2024-08-23,80,62,71.0,0,0,0
2024-08-24,83,65,74.0,0,0,0
2024-08-25,85,68,76.5,0,0,0
2024-08-26,85,69,77.0,0.04,0,0
2024-08-27,86,67,76.5,0,0,0
2024-08-28,91,74,82.5,0.009,0,0
2024-08-29,82,70,76.0,0.009,0,0
2024-08-30,74,61,67.5,0.3,0,0
2024-08-31,77,67,72.0,0,0,0
2024-09-01,81,73,77.0,0.009,0,0
2024-09-02,79,63,71.0,0,0,0
2024-09-03,74,58,66.0,0,0,0
2024-09-04,77,59,68.0,0,0,0
2024-09-05,77,61,69.0,0,0,0
2024-09-06,78,63,70.5,0,0,0
2024-09-07,76,59,67.5,0.24,0,0
2024-09-08,69,55,62.0,0,0,0
2024-09-09,75,55,65.0,0,0,0
2024-09-10,78,62,70.0,0,0,0
2024-09-11,79,59,69.0,0,0,0
2024-09-12,80,62,71.0,0,0,0
2024-09-13,82,63,72.5,0,0,0
2024-09-14,83,65,74.0,0,0,0
2024-09-15,80,63,71.5,0,0,0
2024-09-16,77,60,68.5,0,0,0
2024-09-17,79,65,72.0,0,0,0
2024-09-18,75,67,71.0,0,0,0
2024-09-19,84,67,75.5,0,0,0
2024-09-20,81,67,74.0,0,0,0
2024-09-21,79,63,71.0,0,0,0
2024-09-22,74,61,67.5,0,0,0
2024-09-23,67,59,63.0,0.04,0,0
2024-09-24,68,59,63.5,0.009,0,0
2024-09-25,68,62,65.0,0,0,0
2024-09-26,74,64,69.0,0.08,0,0
2024-09-27,74,63,68.5,0.18,0,0
2024-09-28,68,61,64.5,0.26,0,0
2024-09-29,63,60,61.5,0.78,0,0
2024-09-30,72,60,66.0,0,0,0
2024-10-01,69,60,64.5,0,0,0
2024-10-02,68,58,63.0,0,0,0
2024-10-03,72,62,67.0,0,0,0
2024-10-04,73,60,66.5,0,0,0
2024-10-05,75,61,68.0,0,0,0
2024-10-06,71,55,63.0,0,0,0
2024-10-07,75,58,66.5,0,0,0
2024-10-08,68,53,60.5,0,0,0
2024-10-09,68,54,61.0,0.009,0,0
2024-10-10,62,49,55.5,0,0,0
2024-10-11,68,46,57.0,0,0,0
2024-10-12,74,56,65.0,0,0,0
2024-10-13,69,55,62.0,0,0,0
2024-10-14,66,48,57.0,0,0,0
2024-10-15,57,45,51.0,0,0,0
2024-10-16,59,44,51.5,0,0,0
2024-10-17,58,43,50.5,0,0,0
2024-10-18,66,48,57.0,0,0,0
2024-10-19,71,50,60.5,0,0,0
2024-10-20,73,52,62.5,0,0,0
2024-10-21,79,57,68.0,0,0,0
2024-10-22,81,62,71.5,0,0,0
2024-10-23,75,59,67.0,0,0,0
2024-10-24,69,53,61.0,0.009,0,0
2024-10-25,62,46,54.0,0,0,0
2024-10-26,64,51,57.5,0,0,0
2024-10-27,57,45,51.0,0,0,0
2024-10-28,61,46,53.5,0,0,0
2024-10-29,63,52,57.5,0.01,0,0
2024-10-30,76,58,67.0,0,0,0
2024-10-31,81,61,71.0,0,0,0
2024-11-01,79,57,68.0,0.009,0,0
2024-11-02,60,47,53.5,0,0,0
2024-11-03,54,41,47.5,0,0,0
2024-11-04,58,44,51.0,0,0,0
2024-11-05,73,54,63.5,0,0,0
2024-11-06,80,64,72.0,0,0,0
2024-11-07,73,54,63.5,0,0,0
2024-11-08,69,50,59.5,0,0,0
2024-11-09,54,43,48.5,0,0,0
2024-11-10,58,45,51.5,0.08,0,0
2024-11-11,68,55,61.5,0.1,0,0
2024-11-12,59,41,50.0,0,0,0
2024-11-13,50,37,43.5,0,0,0
2024-11-14,47,37,42.0,0,0,0
2024-11-15,58,41,49.5,0,0,0
2024-11-16,62,45,53.5,0,0,0
2024-11-17,63,44,53.5,0,0,0
2024-11-18,66,49,57.5,0,0,0
2024-11-19,60,47,53.5,0.009,0,0
2024-11-20,60,53,56.5,0,0,0
2024-11-21,54,37,45.5,1.57,0,0
2024-11-22,40,37,38.5,0.53,0,0
2024-11-23,49,37,43.0,0.02,0,0
2024-11-24,53,44,48.5,0.009,0,0
2024-11-25,54,41,47.5,0,0,0
2024-11-26,58,46,52.0,0.19,0,0
2024-11-27,52,43,47.5,0,0,0
2024-11-28,49,42,45.5,0.86,0,0
2024-11-29,47,34,40.5,0.009,0,0
2024-11-30,39,30,34.5,0,0,0
2024-12-01,38,27,32.5,0,0,0
2024-12-02,39,29,34.0,0,0,0
2024-12-03,42,32,37.0,0.009,0.09,0
2024-12-04,42,30,36.0,0.01,0.09,0
2024-12-05,40,31,35.5,0.09,0.09,0
2024-12-06,34,30,32.0,0,0,0
2024-12-07,41,31,36.0,0,0,0
2024-12-08,55,38,46.5,0,0,0
2024-12-09,51,44,47.5,0.18,0,0
2024-12-10,50,44,47.0,0.26,0,0
2024-12-11,60,41,50.5,0.85,0,0
2024-12-12,41,29,35.0,0,0,0
2024-12-13,33,27,30.0,0,0,0
2024-12-14,34,26,30.0,0,0,0
2024-12-15,41,28,34.5,0.06,0,0
2024-12-16,52,38,45.0,0.91,0,0
2024-12-17,59,49,54.0,0.02,0,0
2024-12-18,53,42,47.5,0.32,0,0
2024-12-19,45,37,41.0,0.05,0,0
2024-12-20,37,33,35.0,0.04,0.09,0
2024-12-21,33,19,26.0,0.15,1.8,2
2024-12-22,21,13,17.0,0,0,1
2024-12-23,31,13,22.0,0,0,1
2024-12-24,39,28,33.5,0.1,1,1
2024-12-25,35,28,31.5,0,0,1
2024-12-26,36,24,30.0,0,0,1
2024-12-27,44,26,35.0,0,0,1
2024-12-28,54,40,47.0,0.56,0,0
2024-12-29,60,50,55.0,0.16,0,0
2024-12-30,58,49,53.5,0.37,0,0
2024-12-31,53,44,48.5,0.4,0,0
2025-01-01,51,39,45.0,0.009,0,0
2025-01-02,43,33,38.0,0,0,0
2025-01-03,39,31,35.0,0,0,0
2025-01-04,33,28,30.5,0,0,0
2025-01-05,33,28,30.5,0,0,0
2025-01-06,30,22,26.0,0.08,0.9,0
2025-01-07,33,19,26.0,0,0,1
2025-01-08,30,23,26.5,0,0,0.9
2025-01-09,33,22,27.5,0,0,0
2025-01-10,39,27,33.0,0,0,0
2025-01-11,36,28,32.0,0.02,0.5,1
2025-01-12,42,30,36.0,0,0,0
2025-01-13,42,33,37.5,0,0,0
2025-01-14,35,25,30.0,0,0,0
2025-01-15,32,23,27.5,0,0,0
2025-01-16,30,23,26.5,0.009,0.09,0
2025-01-17,42,26,34.0,0,0,0.9
2025-01-18,46,35,40.5,0.09,0,0
2025-01-19,41,24,32.5,0.26,1.6,0
2025-01-20,26,17,21.5,0.009,0.09,1
2025-01-21,19,11,15.0,0,0,1
2025-01-22,20,10,15.0,0,0,1
2025-01-23,28,17,22.5,0,0,1
2025-01-24,33,23,28.0,0,0,1
2025-01-25,33,20,26.5,0,0,1
2025-01-26,43,31,37.0,0,0,0.9
2025-01-27,40,31,35.5,0,0,0.9
2025-01-28,42,32,37.0,0,0,0
2025-01-29,52,31,41.5,0,0,0
2025-01-30,38,25,31.5,0,0,0
2025-01-31,48,36,42.0,0.16,0,0
2025-02-01,48,21,34.5,0.009,0,0
2025-02-02,31,17,24.0,0.11,1,0
2025-02-03,49,31,40.0,0,0,1
2025-02-04,47,30,38.5,0,0,0
2025-02-05,36,26,31.0,0,0,0
2025-02-06,38,30,34.0,0.34,0.5,1
2025-02-07,43,30,36.5,0,0,0
2025-02-08,35,26,30.5,0.61,3,0
2025-02-09,36,30,33.0,0.06,0.1,3
2025-02-10,37,29,33.0,0,0,2
2025-02-11,35,28,31.5,0.12,1.2,1
2025-02-12,36,31,33.5,0.11,0.4,3
2025-02-13,46,35,40.5,0.15,0.09,2
2025-02-14,36,29,32.5,0,0,0.9
2025-02-15,35,28,31.5,0.31,0.5,0
2025-02-16,47,33,40.0,0.77,0,0
2025-02-17,36,26,31.0,0,0,0
2025-02-18,27,19,23.0,0,0,0
2025-02-19,30,17,23.5,0,0,0
2025-02-20,29,18,23.5,0.01,0.4,0
2025-02-21,35,21,28.0,0,0,0.9
2025-02-22,40,21,30.5,0,0,0
2025-02-23,46,33,39.5,0,0,0
2025-02-24,49,35,42.0,0,0,0
2025-02-25,57,43,50.0,0,0,0
2025-02-26,56,43,49.5,0.009,0,0
2025-02-27,54,44,49.0,0.01,0,0
2025-02-28,51,41,46.0,0,0,0
2025-03-01,64,27,45.5,0,0,0
2025-03-02,33,20,26.5,0,0,0
2025-03-03,39,23,31.0,0,0,0
2025-03-04,52,34,43.0,0,0,0
2025-03-05,54,42,48.0,1.71,0,0
2025-03-06,55,36,45.5,0,0,0
2025-03-07,50,34,42.0,0,0,0
2025-03-08,45,36,40.5,0,0,0
2025-03-09,53,32,42.5,0,0,0
2025-03-10,66,45,55.5,0,0,0
2025-03-11,65,44,54.5,0,0,0
2025-03-12,55,42,48.5,0,0,0
2025-03-13,50,39,44.5,0,0,0
2025-03-14,57,40,48.5,0,0,0
2025-03-15,49,41,45.0,0,0,0
2025-03-16,61,47,54.0,0.01,0,0
2025-03-17,59,37,48.0,0.92,0,0
2025-03-18,61,35,48.0,0,0,0
2025-03-19,63,43,53.0,0,0,0
2025-03-20,52,42,47.0,1.06,0,0
2025-03-21,51,38,44.5,0.03,0,0
2025-03-22,64,40,52.0,0.009,0,0
2025-03-23,48,31,39.5,0,0,0
2025-03-24,50,38,44.0,0.48,0,0
2025-03-25,58,47,52.5,0,0,0
2025-03-26,53,37,45.0,0.009,0,0
2025-03-27,53,34,43.5,0,0,0
2025-03-28,63,46,54.5,0.03,0,0
2025-03-29,81,43,62.0,0.009,0,0
2025-03-30,48,42,45.0,0.04,0,0
2025-03-31,73,45,59.0,1.24,0,0
2025-04-01,58,41,49.5,0.08,0,0
2025-04-02,49,37,43.0,0.009,0,0
2025-04-03,73,44,58.5,0.05,0,0
2025-04-04,73,57,65.0,0.09,0,0
2025-04-05,59,43,51.0,0.19,0,0
2025-04-06,56,43,49.5,0.76,0,0
2025-04-07,50,39,44.5,0.13,0,0
2025-04-08,45,35,40.0,0,0,0
2025-04-09,49,31,40.0,0,0,0
2025-04-10,51,40,45.5,0.01,0,0
2025-04-11,46,40,43.0,0.41,0,0
2025-04-12,40,36,38.0,0.63,0,0
2025-04-13,58,39,48.5,0,0,0
2025-04-14,66,48,57.0,0.07,0,0
2025-04-15,69,48,58.5,0.01,0,0
2025-04-16,50,44,47.0,0,0,0
2025-04-17,64,42,53.0,0,0,0
2025-04-18,68,48,58.0,0,0,0
2025-04-19,85,54,69.5,0,0,0
2025-04-20,73,55,64.0,0,0,0
2025-04-21,57,50,53.5,0.009,0,0
2025-04-22,82,53,67.5,0,0,0
2025-04-23,76,54,65.0,0,0,0
2025-04-24,77,56,66.5,0,0,0
2025-04-25,77,60,68.5,0.009,0,0
2025-04-26,74,53,63.5,0.82,0,0
2025-04-27,59,48,53.5,0,0,0
2025-04-28,76,51,63.5,0,0,0
2025-04-29,79,56,67.5,0,0,0
2025-04-30,73,59,66.0,0,0,0
2025-05-01,71,52,61.5,0,0,0
2025-05-02,84,57,70.5,0,0,0
2025-05-03,85,63,74.0,0.95,0,0
2025-05-04,69,60,64.5,0.15,0,0
2025-05-05,61,57,59.0,0.74,0,0
2025-05-06,64,57,60.5,0.24,0,0
2025-05-07,74,55,64.5,0.02,0,0
2025-05-08,78,60,69.0,0.009,0,0
2025-05-09,60,51,55.5,0.69,0,0
2025-05-10,72,50,61.0,0.009,0,0
2025-05-11,77,58,67.5,0,0,0
2025-05-12,72,57,64.5,0,0,0
2025-05-13,69,58,63.5,0.16,0,0
2025-05-14,62,56,59.0,1.22,0,0
2025-05-15,69,59,64.0,0,0,0
2025-05-16,72,61,66.5,0.11,0,0
2025-05-17,82,63,72.5,0.009,0,0
2025-05-18,73,61,67.0,0,0,0
2025-05-19,69,51,60.0,0,0,0
2025-05-20,67,49,58.0,0,0,0
2025-05-21,59,49,54.0,0.09,0,0
2025-05-22,51,48,49.5,0.9,0,0
2025-05-23,63,47,55.0,0.26,0,0
2025-05-24,64,48,56.0,0.009,0,0
2025-05-25,66,52,59.0,0,0,0
2025-05-26,73,52,62.5,0,0,0
2025-05-27,74,57,65.5,0,0,0
2025-05-28,65,52,58.5,0.49,0,0
2025-05-29,67,55,61.0,0.1,0,0
2025-05-30,75,62,68.5,0.009,0,0
2025-05-31,67,53,60.0,0.46,0,0
2025-06-01,66,50,58.0,0,0,0
2025-06-02,71,53,62.0,0,0,0
2025-06-03,79,56,67.5,0,0,0
2025-06-04,83,62,72.5,0,0,0
2025-06-05,87,70,78.5,0,0,0
2025-06-06,84,71,77.5,0.02,0,0
2025-06-07,76,66,71.0,0.7,0,0
2025-06-08,76,63,69.5,0.009,0,0
2025-06-09,64,62,63.0,0.01,0,0
2025-06-10,73,62,67.5,0.4,0,0
